"indicateur","libellés","villes","Unit","Date","Value"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2019M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2019M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2019M11","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sotouboua","°C","2019M12","17"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M4","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M5","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M6","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M7","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2013M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2014M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2015M12","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2016M12","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M2","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2017M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2018M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Sokodé","°C","2019M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M3","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M5","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2013M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M1","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2014M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M1","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M2","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M5","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2015M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M3","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M5","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M8","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2016M12","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2017M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M1","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M4","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2018M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M1","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M8","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Kara","°C","2019M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M4","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M5","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M6","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M7","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M8","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M9","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M10","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2013M12","17"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M4","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M5","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M6","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M7","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M8","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M9","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2014M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M1","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M7","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2015M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M6","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M7","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M9","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2016M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M2","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M3","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M5","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M6","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M7","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M8","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M9","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M11","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2017M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M3","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M4","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M6","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M7","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M8","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2018M12","18"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M3","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M5","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M7","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M8","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M9","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M10","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M11","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Niamtougou","°C","2019M12","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M2","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M3","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M4","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M5","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M6","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M8","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M9","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M11","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2013M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M1","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M4","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M5","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M6","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M7","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M8","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M9","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M11","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2014M12","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M1","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M4","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M5","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M6","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M7","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M8","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M9","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2015M12","19"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M3","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M4","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M5","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M6","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M8","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M9","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M10","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M11","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2016M12","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M2","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M3","26"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M4","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M5","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M6","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M8","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M9","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M10","22"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2017M12","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M1","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M2","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M3","27"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M4","28"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M5","25"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M6","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M7","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M8","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M9","24"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M10","23"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M11","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2018M12","20"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M1","21"
"Evolution des températures  (en °C et dixième)","Températures minimales","Mango","°C","2019M2","21"
